username,score,at,content,thumbsupcount,has_pembayaran,has_driver,has_aplikasi,has_harga,has_layanan,has_order,has_waktu,has_lokasi,has_komunikasi,has_umum,clean_text,label
Mei Tenny,4,2025-09-10 10:16:50,tarif murah dan cepat mendapatkan driver hanya saja pembaruan setelah isi wallet kaspro lama tidak langsung berubah setelah diisi lalu tidak ada pemberitahuan di awal kalo ada potongan admin 2rb tiap kali topup sehingga saldo yg saya isi harusnya pas untuk sekali jalan malah jadi kurang sedangkan kalau isi lagi lama udah gitu minimalnya 10rb,19,1,1,0,1,0,0,1,0,0,0,tarif murah cepat driver pembaruan isi wallet kaspro langsung berubah diisi pemberitahuan kalo potongan admin rb kali topup saldo yg isi pas jalan isi udah gitu minimalnya rb,puas
Imas eem Roifah,4,2025-09-10 09:42:15,driver maxim kalo di cancel marah marah ga suka,0,0,1,0,0,0,0,0,0,0,1,driver maxim kalo cancel marah marah ga suka,puas
Sakti Kirana,1,2025-09-10 09:35:08,aplikasi bosok gampang error,0,0,0,1,0,0,0,0,0,0,0,aplikasi bosok gampang error,tidak puas
Jelin Aniko,5,2025-09-10 09:05:56,oke cepat install,0,0,0,0,0,0,0,1,0,0,0,oke cepat install,puas
Rian Setiadi,1,2025-09-10 08:40:17,tidak bisa registrasi atau login apk payah,0,0,0,1,0,0,0,0,0,0,0,registrasi login apk payah,netral
Gyva Cantik06,1,2025-09-10 08:23:20,tolong alamatnya gausah di ubah ubah sendiri,0,0,0,0,0,0,0,0,0,0,0,tolong alamatnya gausah ubah ubah,netral
Fitria Fitria,3,2025-09-10 08:00:32,setiap top up lelet banget,0,0,0,0,0,0,0,0,0,0,1,top up lelet banget,netral
Andry Bryan,5,2025-09-10 07:52:16,ko sekarang gak bisa masuk ya susah banget,0,0,0,0,0,0,0,0,0,0,0,ko gak masuk ya susah banget,tidak puas
Fitri Hendrawati,5,2025-09-10 07:10:45,pelayanan bagus dan murah,0,0,0,0,1,0,0,0,0,0,1,pelayanan bagus murah,puas
Hasan Agustus,5,2025-09-10 07:09:47,maxim emng terbaik smoga paling terdepan,0,0,0,0,0,0,0,0,0,0,1,maxim emng terbaik smoga terdepan,puas
Dhani Fjryd,1,2025-09-10 06:06:21,woi kalau org mau cancel orderan ya langsung cancel aja ngapain harus pake alasan bla bla bla ribet amat aplikasi busuk,0,0,1,0,0,0,0,0,0,0,0,woi org cancel orderan ya langsung cancel aja ngapain pake alasan bla bla bla ribet aplikasi busuk,netral
Putri Ananda,3,2025-09-10 05:58:14,brpa kode maxim,0,0,0,0,1,0,0,0,0,0,0,brpa kode maxim,netral
Yofin Wau,5,2025-09-10 05:26:26,sangat bagus dan memuaskan untuk setiap pengorderan,1,0,0,0,0,0,0,0,0,0,1,bagus memuaskan pengorderan,puas
Ganio 25,1,2025-09-10 05:18:31,tolong ongkos deliverynya dinaikan kasian drivernya,0,0,0,0,1,0,0,0,0,0,0,tolong ongkos deliverynya dinaikan kasian drivernya,netral
MURAH MERIAH,1,2025-09-10 05:14:17,drivernya kebanyakan songong merendahkan penumpang,0,0,0,0,0,0,0,0,0,0,0,drivernya kebanyakan songong merendahkan penumpang,netral
Keanu Rizki,5,2025-09-10 04:51:00,dapet voucher 200k dong makasih maxim,0,0,0,0,1,0,0,0,0,0,0,dapet voucher k makasih maxim,netral
Umma Elqi,3,2025-09-10 04:03:27,kok aplikasi nya gak bisa di buka ya gagal terus ktanya gak ad sinyal pdahal sinyal ada mohon bantua nya,0,0,0,1,0,0,0,0,0,0,0,aplikasi nya gak buka ya gagal ktanya gak ad sinyal pdahal sinyal mohon bantua nya,netral
Charlotte Theone,5,2025-09-10 03:00:26,ok pemakai nya,0,0,0,0,0,0,0,0,0,0,1,ok pemakai nya,netral
Nur Wahid,5,2025-09-10 02:51:45,baik,0,0,0,0,0,0,0,0,0,0,0,,netral
Bapak,5,2025-09-10 02:51:11,fast respon,0,0,0,0,0,0,0,0,0,0,0,fast respon,netral
Anisa Nurfitry,1,2025-09-10 02:34:58,sangat buruk,0,0,0,0,0,0,0,0,0,0,1,buruk,tidak puas
Muhammad ridwan Tampubolon,4,2025-09-10 01:56:03,benahi lagi soal titik penjemputan nya kita yg baru di sebuah daerag jdi bingung kasihan driver nya nanti dikirain kena kerjain,0,0,1,0,0,0,0,0,1,0,0,benahi titik penjemputan nya yg daerag jdi bingung kasihan driver nya dikirain kena kerjain,netral
marsa nabila,1,2025-09-10 00:39:28,saran aja maxim di kash waktu penjemputan biar ga seenaknya ngejemput uda 2 hari ini maxim lelet buat ngejemput penumpang kalo gatau jalan jangan sotau ke jalan yang ga di arahin maps ikutin aja arahan maps nya,0,0,0,1,0,0,0,0,1,0,0,saran aja maxim kash penjemputan biar ga ngejemput uda maxim lelet ngejemput penumpang kalo gatau jalan sotau jalan ga arahin maps ikutin aja arahan maps nya,netral
Franciscus Kuncara,1,2025-09-10 00:37:45,aplikasi ojol gajelas gabisa dibandingin sm yg ijo ijo maps ga jelas driver juga jauh bgt,0,0,1,1,0,0,0,0,1,0,0,aplikasi ojol gajelas gabisa dibandingin sm yg ijo ijo maps ga driver bgt,netral
Musrin Aprianto,4,2025-09-10 00:05:22,pelayan maxim sagat bagus untuk perjalanan,0,0,0,0,0,0,0,0,0,0,1,pelayan maxim sagat bagus perjalanan,puas
Renata Maharani,5,2025-09-09 23:54:54,maxime bagus sebenernya cuma kekurang untuk order mobil jika jarak tidak terlalu jauh suka gak dapet padahal kita order mobil karna posisi hujan deras dan untuk cashpro untuk update sisa saldo dan isinya tidak pas waktu saya order lihat cashpro masih sama tak taunya pas order dan sampai tujuan ternyata di alihkan ke tunai karna saldo gak cukup untung maximnya masih bisa via tf tapi itu sangat repot untuk kita yang di kejar waktu atau tidak bawa uang,0,1,0,1,0,0,1,0,0,0,1,maxime bagus sebenernya kekurang order mobil jarak suka gak dapet order mobil karna posisi hujan deras cashpro update sisa saldo isinya pas order lihat cashpro taunya pas order tujuan alihkan tunai karna saldo gak untung maximnya via tf repot kejar bawa uang,puas
Nuraida Fadhila,1,2025-09-09 23:45:57,penipuan ya ni apk isi saldonya napa lana bgt masuknya anj,0,0,0,0,0,0,0,0,0,0,0,penipuan ya ni apk isi saldonya napa lana bgt masuknya anj,netral
Rizky Octaviani Syahputri,1,2025-09-09 23:34:50,susah banget nyari driver pagi pagi udah mau berangkat sekolah gajadi gara gara gadapet driver bener bener kecewa jelek banget,0,0,1,0,0,0,0,0,0,0,1,susah banget nyari driver pagi pagi udah berangkat sekolah gajadi gara gara gadapet driver bener bener kecewa jelek banget,tidak puas
Nama gw Part 2,1,2025-09-09 23:27:42,driver nya pada lama saya jadi telat masuk sekolah,0,0,1,0,0,0,0,1,0,0,0,driver nya telat masuk sekolah,netral
Zans kece,4,2025-09-09 23:25:57,ga bagus amat si,0,0,0,0,0,0,0,0,0,0,1,ga bagus si,puas
Kabuto 97,1,2025-09-09 22:57:52,sudah update jadi ampas ni aplikasi loading lama banget padahal sinyal bagus belum lagi driver driver yang gk beres,0,0,1,1,0,0,0,1,0,0,1,update ampas ni aplikasi loading banget sinyal bagus driver driver gk beres,puas
Okta Vianus,1,2025-09-09 18:46:25,gk sperti grab gesit dan jemput sesuai alamat semahal mahalnya grab tapi kualitasnya ok banget kadang sya order maxim kita sdh tunggu lama baru orderan kita diterima eh malah di cancelnya klo nda niat jdi driver gk ush murah tapi kualitas nol saking kesalnya ku hapus ini aplikasi maxim skrg pake grab apa pake grab krna sejatinya grab tdk menyusahkan dan gk lemot kadang pake maxim lain alamat lain tmpt jmput malah drivernya marah enak grab dimana kita pesan disitu langsung jmput,1,0,1,1,1,0,1,1,1,1,1,gk sperti grab gesit jemput sesuai alamat semahal mahalnya grab kualitasnya ok banget kadang sya order maxim sdh tunggu orderan diterima eh cancelnya klo nda niat jdi driver gk ush murah kualitas nol saking kesalnya ku hapus aplikasi maxim skrg pake grab pake grab krna sejatinya grab tdk menyusahkan gk lemot kadang pake maxim alamat tmpt jmput drivernya marah enak grab dimana pesan disitu langsung jmput,puas
Graha Anugrah,1,2025-09-09 18:10:04,ojol nya pada kasar,0,0,1,0,0,1,0,0,0,0,0,ojol nya kasar,netral
Carl Car los98,2,2025-09-09 17:58:20,penjemputan lambat dan alamat dlam maxim tidak lengkap,0,0,1,0,0,0,0,0,0,0,0,penjemputan lambat alamat dlam maxim lengkap,tidak puas
Wan Deki Habibie,5,2025-09-09 16:27:50,mempermudah urusan transportasi,0,0,0,0,0,0,0,0,0,0,0,mempermudah urusan transportasi,netral
Lidya Yani,5,2025-09-09 15:41:45,good joob,0,0,0,0,0,0,0,0,0,0,0,good joob,netral
Zivkay official,3,2025-09-09 15:16:11,armada kurang kalo malam susah dapatnya itupun kalo kena posisi driver jauh,0,0,1,0,0,0,0,0,0,0,0,armada kalo malam susah dapatnya itupun kalo kena posisi driver,tidak puas
Ahmad Hizbullah,5,2025-09-09 15:11:59,cocok ngkos murah meriah,0,0,0,0,1,0,0,0,0,0,0,cocok ngkos murah meriah,puas
Entis Sutisna,1,2025-09-09 14:45:06,murah meruntuhkan aplikasi yg lain,0,0,0,0,1,0,0,0,0,0,0,murah meruntuhkan aplikasi yg,puas
terpesona jeans,1,2025-09-09 13:06:58,untuk aplikasi sdh bagus cmn ewaletnya kurang memadai untuk transaksi coba pake dana ato ovo pasti banyak yg menggunakan nya,0,0,0,0,0,0,0,0,0,0,1,aplikasi sdh bagus cmn ewaletnya memadai transaksi coba pake dana ato ovo yg nya,puas
Zikri Siregar,5,2025-09-09 12:46:57,bagus sekali drivernya ramah ramah,0,0,0,0,0,1,0,0,0,0,1,bagus drivernya ramah ramah,puas
Haerul Anwar,1,2025-09-09 12:36:02,semua driver pencabul handalllll dari dulu sampe sekarang masih sama aja maxim kontollll,0,0,1,0,0,0,0,0,0,0,0,driver pencabul handalllll sampe aja maxim kontollll,netral
Mariono Bosch,4,2025-09-09 12:21:44,aman,0,0,0,0,0,1,0,0,0,0,0,aman,netral
Eddy Sudrajat,1,2025-09-09 10:03:43,jelek sangat lamban utk mendapatkan mobil,0,0,0,0,0,0,0,0,0,0,1,jelek lamban utk mobil,tidak puas
Duta Cees,1,2025-09-09 10:02:02,pelayanan cukup buruk,0,0,0,0,0,0,0,0,0,0,1,pelayanan buruk,tidak puas
puthut adi,1,2025-09-09 09:22:58,sampah nunggu kendaraan aja sampai lama dan gak ad yg mau ambil orderan lgi,0,0,0,0,0,0,0,1,0,0,0,sampah nunggu kendaraan aja gak ad yg ambil orderan lgi,netral
Brigita Tandiangga,4,2025-09-09 08:17:14,lumayan murah,0,0,0,0,1,0,0,0,0,0,1,lumayan murah,puas
Ilham Halim,1,2025-09-09 07:33:07,aplikasi anjingggg gw top up 500 ribu duit gw hangus begitu saja mana cs nya gabisa d hubungi,0,1,0,0,0,0,0,0,0,1,1,aplikasi anjingggg gw top up ribu duit gw hangus cs nya gabisa d hubungi,netral
Ardy Ardy,5,2025-09-09 07:21:30,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Aerox Blank,5,2025-09-09 07:11:50,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Mira Susanti,1,2025-09-09 05:52:27,susah kali daftar maxim,0,0,0,0,0,0,0,0,0,0,0,susah kali daftar maxim,tidak puas
Galih El. Ghi23,1,2025-09-09 04:56:45,sangat buruk,0,0,0,0,0,0,0,0,0,0,1,buruk,tidak puas
Miss,5,2025-09-09 04:00:28,harga murah tapi titik maps ngaco terus drivernya suka komplain kesalahan kita pdhl yg salah titiknya,0,0,0,1,1,0,0,0,1,0,1,harga murah titik maps ngaco drivernya suka komplain kesalahan pdhl yg salah titiknya,puas
RAHMAN•AL,1,2025-09-09 02:14:20,layanan apaan nih gw pesan maxim food tpi gak ada driver yg mu ambil klo gini terus mending tutup aja nih maxim,0,0,1,0,0,0,1,0,0,1,0,layanan nih gw pesan maxim food tpi gak driver yg mu ambil klo gini mending tutup aja nih maxim,netral
Apa Ssssas,1,2025-09-09 01:17:23,apk rusak dan sangat sangat sangat mahal pesan ojeknya,0,0,0,0,1,0,1,0,0,1,0,apk rusak mahal pesan ojeknya,netral
Ice cream tart Broker'Z,1,2025-09-09 01:10:47,gimana ceritanya isi saldo walet kaspro belum dipake apa2 sudah berkurang 3k,0,1,0,0,0,0,0,0,0,0,0,gimana ceritanya isi saldo walet kaspro dipake berkurang k,netral
Bram Irawan,5,2025-09-09 00:55:38,ojol terbaik cepat dan tepat terimakasih,0,0,0,0,0,0,0,1,0,0,1,ojol terbaik cepat terimakasih,puas
Ahmad Syahbilly,5,2025-09-09 00:23:08,sangat bagus dan cepat,0,0,0,0,0,0,0,1,0,0,1,bagus cepat,puas
Lutfiatun nur salsabila,1,2025-09-08 23:53:36,penipuan nih sekelas gue disuruh download maxim iming nya dikasih saldo 200k pas temen gue mesen maxim gataunya tetep bayar sesuai harga maximnya dimasih salod 200k cuman buat bayar promo doang apalah dasar penipuan,0,1,0,0,1,0,0,0,0,0,0,penipuan nih sekelas gue disuruh download maxim iming nya dikasih saldo k pas temen gue mesen maxim gataunya tetep bayar sesuai harga maximnya dimasih salod k cuman bayar promo doang apalah dasar penipuan,netral
takia bawazir,1,2025-09-08 23:52:36,gak jelas penipuan satu sekolah katanya bisa gratis tapi nyatanya cuma dapat potongan ongkir 1 ribu rupiah,0,0,1,0,1,0,0,0,0,0,0,gak penipuan sekolah gratis potongan ongkir ribu rupiah,netral
Rusmi Ati,5,2025-09-08 23:16:26,cepat dtg aman smp 7 an,0,0,0,0,0,1,0,1,0,0,0,cepat dtg aman smp an,puas
Sevty Ramlawati Thee,1,2025-09-08 23:14:44,setiap saya mau login selalu muncul pemberitahuan kesalahan saat mengirim permintaan sudah sekitar 5 bulan selalu begini,0,0,0,1,0,0,0,0,0,0,0,login muncul pemberitahuan kesalahan mengirim permintaan,netral
Hamdan 1993,4,2025-09-08 22:44:33,tolong adakan promo 0 komisi saat awal bulan atau waktu2 tertentu itu sangat membantu untuk driver terima kasih,0,0,1,0,1,0,0,0,0,0,0,tolong adakan promo komisi membantu driver terima kasih,netral
Sebats Sans,1,2025-09-08 21:35:39,yang bener aja saya isi saldo kaspro malah gak masuk sama sekali,0,1,0,0,0,0,0,0,0,0,0,bener aja isi saldo kaspro gak masuk,netral
Uril Samuril,5,2025-09-08 20:43:10,sangat bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Diki Agus,5,2025-09-08 20:11:06,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Andreas Regina,1,2025-09-08 18:19:49,kaspro banyak ditolak driver merepotkan,0,1,1,0,0,0,0,0,0,0,0,kaspro ditolak driver merepotkan,netral
Andre Alves,1,2025-09-08 16:30:57,maxim driver penipuan saya isi saldo mala saya blok,0,1,1,0,0,0,0,0,0,0,0,maxim driver penipuan isi saldo mala blok,netral
Dia Laras sari,2,2025-09-08 15:21:25,maps ny kurang update driver sering ambil jalan jauh,0,0,1,1,0,0,0,0,1,0,0,maps ny update driver ambil jalan,netral
dea toengi,1,2025-09-08 14:27:27,tidak rama b maki kustomer pdhal so ad bilang bae td jadi malahan dia maki kmri klo bole kse brnti it drive yg nama sulaiman husain,0,0,0,0,0,0,0,0,0,0,0,rama b maki kustomer pdhal so ad bilang bae td maki kmri klo bole kse brnti it drive yg nama sulaiman husain,netral
David Simanjuntak,4,2025-09-08 13:21:06,bagus banget aplikasi ini untuk memesan kendaraan yang di butuhkan bisa pesan driver motor mobil dengan online terus di kembangkan dan guys kalian wajib instal ini untuk mempermudah beraktifitas berkegiatan di luar rumah,0,0,1,0,0,0,1,0,0,1,1,bagus banget aplikasi memesan kendaraan butuhkan pesan driver motor mobil online kembangkan guys wajib instal mempermudah beraktifitas berkegiatan rumah,puas
Hikmah Nurul,1,2025-09-08 12:45:34,ngisi kaspro ko berapa ko yang masuk berapa ya ini kepotong admin atau bagaimana mana kalau digunain pake kaspro tbtb diganti tunai kan kalau ga pegangan tunai juga susah,0,1,0,0,0,0,0,0,0,0,0,ngisi kaspro ko ko masuk ya kepotong admin digunain pake kaspro tbtb diganti tunai ga pegangan tunai susah,tidak puas
Asep ilyas Sudrajat,1,2025-09-08 12:35:40,setelah di update malah jadi tolol aplikasi nya suruh daftar ulang melalui nomor hp malah gk di kirim kirim nomor verifikasi sumpah aplikasi maxim makin busuk aja makin ke sini dan wajib di uninstall dari play store,2,0,0,1,0,0,0,0,0,0,0,update tolol aplikasi nya suruh daftar ulang nomor hp gk kirim kirim nomor verifikasi sumpah aplikasi maxim busuk aja wajib uninstall play store,netral
Purnomo Suhari,5,2025-09-08 12:29:47,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Shafeea Hafsha,1,2025-09-08 11:43:19,maps nya jelek bnget gk pernah tepat trus gk bisa ngebaca lokasi parah,0,0,0,1,0,1,0,0,1,0,1,maps nya jelek bnget gk trus gk ngebaca lokasi parah,tidak puas
Juanda Simbolon,5,2025-09-08 11:32:54,driver best,0,0,1,0,0,0,0,0,0,0,0,driver best,netral
kraksi dede,5,2025-09-08 10:56:57,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Mas Angga,5,2025-09-08 09:48:45,ok bagus,0,0,0,0,0,0,0,0,0,0,1,ok bagus,puas
Didik Dhe,4,2025-09-08 08:50:35,map tidak jelas pencarian sulit hari ini saya kasian sama drivernya muter2 gak karuan berangkat bener pulangnya alamat gak ditemukan,0,0,0,0,0,0,0,0,0,0,0,map pencarian sulit kasian drivernya muter gak karuan berangkat bener pulangnya alamat gak ditemukan,netral
master team,1,2025-09-08 08:47:12,top up kena potongan cuma di maxim,0,0,0,0,1,0,0,0,0,0,1,top up kena potongan maxim,netral
Kucrut gimang,5,2025-09-08 07:08:25,kenapa gk bisa dibuka,0,0,0,0,0,0,0,0,0,0,0,gk dibuka,netral
Yokoso Luufy,1,2025-09-08 06:32:03,banyak alasan sekali drivernya udah cari smpe 5x dengan driver berbeda hasilnya sama banyak alasannya gajelas jembut,0,0,1,0,0,0,0,0,0,0,0,alasan drivernya udah cari smpe x driver berbeda hasilnya alasannya gajelas jembut,netral
Farrel 77,1,2025-09-08 06:17:51,driver ga sopan,0,0,1,0,0,1,0,0,0,0,0,driver ga sopan,netral
augita arshamelia,1,2025-09-08 06:17:16,driver ga sopan,0,0,1,0,0,1,0,0,0,0,0,driver ga sopan,netral
Mong 27,1,2025-09-08 05:53:16,lama bgt mncri pelaksana pdahal d map ada kok mobilnya bnyk tpi ga diterima orderan nya,0,0,0,0,0,0,0,1,0,0,0,bgt mncri pelaksana pdahal d map mobilnya bnyk tpi ga diterima orderan nya,netral
Sari Sari,1,2025-09-08 05:40:30,susah sekali mencari driver pelaksananya sudah dua kali batal order gr2 tdk ada driver pelaksana sebelumnya jg prnah malah alamat kedainya yg tidak jelas driver nyari sampai keliling tp tidak ketemu alamat kedai yg bekerjasama disini manajemen nya buruk sekali,1,0,1,0,0,0,1,0,0,0,1,susah mencari driver pelaksananya kali batal order gr tdk driver pelaksana jg prnah alamat kedainya yg driver nyari keliling tp ketemu alamat kedai yg bekerjasama manajemen nya buruk,tidak puas
Meriana,5,2025-09-08 04:20:16,bagus sekali pake maxim murah lgi,0,0,0,0,1,0,0,0,0,0,1,bagus pake maxim murah lgi,puas
Mang Saswik,1,2025-09-08 04:12:17,sama dgn si jokowi membohongi,0,0,0,0,0,0,0,0,0,0,0,dgn si jokowi membohongi,netral
Warung Tauhid717,1,2025-09-08 03:57:34,penghancur ekonomi rakyat,0,0,0,0,0,0,0,0,0,0,0,penghancur ekonomi rakyat,netral
Antoni Bos,5,2025-09-08 03:41:16,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Hanif,1,2025-09-08 03:25:50,driver problematik gajelas banget dah,0,0,1,0,0,0,0,0,0,0,0,driver problematik gajelas banget dah,netral
Zanuardi Abidin,5,2025-09-08 03:13:16,kadang jalur nya gak sesuai di antarkan,0,0,0,0,0,0,0,0,0,0,0,kadang jalur nya gak sesuai antarkan,netral
Ihrom Tuanaya,5,2025-09-08 02:44:20,baik,0,0,0,0,0,0,0,0,0,0,0,,netral
JULIO GARCIA MUSI,5,2025-09-08 02:02:32,sangat senang,0,0,0,0,0,0,0,0,0,0,0,senang,netral
Abdul Syahid,5,2025-09-08 01:53:35,terbaik,0,0,0,0,0,0,0,0,0,0,1,terbaik,puas
Yulirna Yulirna,5,2025-09-08 00:50:32,semua driver nya hampir semua sama ramah dan sopan cm knp saat ini maxim ribet yah harus di perbarui lg,0,0,1,0,0,1,0,0,0,0,0,driver nya ramah sopan cm knp maxim ribet yah perbarui lg,netral
erpani slamet,5,2025-09-08 00:23:44,sangat bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Rudiyanto Yanto,5,2025-09-08 00:09:56,bagus,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Heri Yadi,5,2025-09-08 00:05:45,mantap,0,0,0,0,0,0,0,0,0,0,1,mantap,puas
Mau Lida,1,2025-09-08 00:01:41,penipuan katanya download aplikasi ini dikasih bonus 200 rb ternyata tdk sama sekali,0,0,0,0,0,0,0,0,0,0,0,penipuan download aplikasi dikasih bonus rb tdk,netral
Rahmadiana Keysa,4,2025-09-07 23:44:45,maxim tolong ya kalau menetapkan harga yang pasti jangan ada perak perak nya saya nanggung buat kasih uang nya,0,1,0,0,1,0,0,0,0,0,0,maxim tolong ya menetapkan harga perak perak nya nanggung kasih uang nya,netral
Hendra Iskandar Ai1,5,2025-09-07 23:10:38,mantap,0,0,0,0,0,0,0,0,0,0,1,mantap,puas
David iyar,1,2025-09-07 23:05:32,dipikir2 kasian jg ojol lebih baik gojek grab kasian jg klo tarif murah cz mereka modal sendiri,0,0,0,0,1,0,0,0,0,0,0,dipikir kasian jg ojol gojek grab kasian jg klo tarif murah cz modal,puas
Lovanda Prasetyo,5,2025-09-07 21:00:28,murah meriah,0,0,0,0,1,0,0,0,0,0,0,murah meriah,puas
Kenza el hidan Kenza,5,2025-09-07 18:04:38,sangat bagus sekali,0,0,0,0,0,0,0,0,0,0,1,bagus,puas
Muhamad Ridwan,4,2025-09-07 17:07:28,sangat puas,0,0,0,0,0,0,0,0,0,0,1,puas,puas
Aam Aminah,5,2025-09-07 15:52:22,kenapa yhh maxim,0,0,0,0,0,0,0,0,0,0,0,yhh maxim,netral
Rajendra,5,2025-09-07 15:50:26,besok aku disuruh sama sekolahan buat donlot maxim jadi malas aku jadi nya,0,0,0,0,0,0,0,0,0,0,0,besok disuruh sekolahan donlot maxim malas nya,netral
Alip Firmansah,5,2025-09-07 15:34:25,driver nya baik baik,0,0,1,0,0,0,0,0,0,0,0,driver nya,netral
Prastya NingsBusinnes,1,2025-09-07 15:33:33,aplikasi yang buruk ada orang hilang ga langsung di respon gara gara libur padahal harusnya langsung ditindaklanjuti karena ini sangat mendesak aplikasinya juga meresahkan tidak bisa menjamin keamanan penumpang,0,1,0,1,0,1,1,0,0,0,1,aplikasi buruk orang hilang ga langsung respon gara gara libur langsung ditindaklanjuti mendesak aplikasinya meresahkan menjamin keamanan penumpang,tidak puas
Berliadi 07,1,2025-09-07 14:28:05,kenapaa rutee saya di perjauh kenapaa ada rute yang dekat malah di kasih rutee yang jauh biar bayaran nyaa mahall apa perjalanan 3km malah 30ribu anehh,0,0,0,0,1,0,0,0,0,0,0,kenapaa rutee perjauh kenapaa rute kasih rutee biar bayaran nyaa mahall perjalanan km ribu anehh,netral
Notian Sutanto,1,2025-09-07 14:16:46,saya order maxim delivery sekitar jam 4 sore dan pesanan itu sudah selesai trs tiba tiba pas malam ad lgi driver yg datang padahal sudah di cek sore tadi orderan selesai,0,0,1,0,0,0,1,0,0,0,0,order maxim delivery jam sore pesanan selesai trs pas malam ad lgi driver yg cek sore orderan selesai,netral
Novita Pau,2,2025-09-07 12:22:43,untuk layanan aplikasi bagus sekali si cuman kok aplikasi ada layanan pembayaran non tunai tapi waktu diorder dengan metode pembayaran tersebut para pengemudi tidak ada yang terima orderan waktu coba iseng tanya para drivernya bilangnya susah tarik jka terima pembayaran non tunai jadi saldo yang sudah terisi kek gag guna sekali nyesal aku ngisi saldo pihak maxim tolong perhatikan problem pembayaran yang non tunai atau bila perlu adakan fitur supaya kita bisa tarik kembali uangnya,86,1,1,1,0,0,0,0,0,0,1,layanan aplikasi bagus si cuman aplikasi layanan pembayaran non tunai diorder metode pembayaran pengemudi terima orderan coba iseng drivernya bilangnya susah tarik jka terima pembayaran non tunai saldo terisi kek gag nyesal ngisi saldo maxim tolong perhatikan problem pembayaran non tunai adakan fitur tarik uangnya,puas
kuwa kuwi,1,2025-09-07 11:49:08,ada oknum driver penipu disini ngga seberapa hilang uang nya cuman ketidak jujuran nya itu jadi takut pake maxim,0,1,1,0,0,0,1,0,0,0,0,oknum driver penipu ngga hilang uang nya cuman ketidak jujuran nya takut pake maxim,netral
AHMAD SOFYAN HADI,1,2025-09-07 11:39:38,yang di map aplikasi sama gogle map beda bikin bingung tolong di perbaiki aplikasinya,0,0,0,0,0,0,0,0,0,0,0,map aplikasi gogle map beda bikin bingung tolong perbaiki aplikasinya,netral
adi gunna,3,2025-09-07 11:37:32,lama banget saldo masuk ke ewallet,0,1,0,0,0,0,0,1,0,0,0,banget saldo masuk ewallet,netral
Yoga Febrizal,3,2025-09-07 11:24:01,itu tolong pengemudi yg khusus nyaa mobil yg membatalkan tindak keras saja tidak ada niat untuk narik,0,0,1,0,0,0,0,0,0,0,0,tolong pengemudi yg khusus nyaa mobil yg membatalkan tindak keras niat narik,netral
Randa Putra,5,2025-09-07 10:37:04,kenapa harus kirim kode lagi bikin ribet pemesanann,0,0,0,0,1,0,0,0,0,0,0,kirim kode bikin ribet pemesanann,netral
Dhapney Tovanny,3,2025-09-07 10:27:24,isi wallet kaspro memakan waktu yang lama tolong agar bisa dipercepat,0,1,0,0,0,0,0,1,0,0,0,isi wallet kaspro memakan tolong dipercepat,puas
afan di,1,2025-09-07 10:01:20,kacau gak bisa login,0,0,0,1,0,0,0,0,0,0,0,kacau gak login,netral
Budianto Abud,5,2025-09-07 10:01:17,is the bast,0,0,0,0,0,0,0,0,0,0,0,is the bast,netral
Najla Zainiya,4,2025-09-07 09:31:31,mohon ditambah fitur kamera agar bisa kirim gambar lokasinya,1,0,0,1,0,0,0,0,0,0,0,mohon ditambah fitur kamera kirim gambar lokasinya,netral
Ivan Taufiq Mahardika,1,2025-09-07 09:24:13,lama banget ngisi saldo udah di top up in masuknya lebih dari 10 menit mulu lagi buru buru harus nunggu apalah ini,0,1,0,0,0,0,0,1,0,0,1,banget ngisi saldo udah top up in masuknya menit mulu buru buru nunggu apalah,netral
Danny Ahmad,1,2025-09-07 09:15:27,pelayanan sangat buruk brp kali saya pesan food and selalu gak dapet driver tolong di tingkatkan kualitas pelayanan nya,0,0,1,0,0,0,1,0,0,1,1,pelayanan buruk brp kali pesan food and gak dapet driver tolong tingkatkan kualitas pelayanan nya,tidak puas
Supriyono Drone,5,2025-09-07 08:52:37,kalau maxim sepeda montor apa ya,0,0,0,0,0,0,0,0,0,0,0,maxim sepeda montor ya,netral
Rico Ramadhan Putra,4,2025-09-07 08:45:09,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
quraisyi Ahmad,1,2025-09-07 06:23:58,gak bisa di pakai keluar keluar sendiri pdhl penyimpanan masih ada internet masih ada,0,0,0,0,0,0,0,0,0,0,0,gak pakai pdhl penyimpanan internet,netral
deni stwn,1,2025-09-07 06:06:51,kurang bagus untuk kirim paket soalnya susah hubungi driver,0,0,1,0,0,0,0,0,0,1,1,bagus kirim paket susah hubungi driver,puas
