review,rating
"susah sekali mencari driver pelaksananya, sudah dua kali batal order gr2 tdk ada driver pelaksana. sebelumnya jg prnah malah alamat kedainya yg tidak jelas, driver nyari sampai keliling tp tidak ketemu alamat kedai yg bekerjasama disini. manajemen nya buruk sekali",1
bagus sekali pake Maxim murah lgi,5
sama dgn si Jokowi. membohongi,1
penghancur ekonomi rakyat,1
ok,5
"Driver problematik, gajelas banget dah",1
kadang jalur nya gak sesuai di antarkan,5
baik,5
sangat senang,5
terbaik,5
"semua driver nya hampir semua sama , ramah dan sopan cm knp saat ini maxim ribet yah harus di perbarui LG,,",5
Sangat bagus,5
bagus,5
mantap,5
penipuan!!!!!!! katanya download aplikasi ini dikasih bonus 200 rb ternyata tdk sama sekali,1
"Maxim, tolong ya kalau menetapkan harga yang pasti jangan ada perak perak nya saya nanggung buat kasih uang nya",4
mantap,5
dipikir2 kasian jg ojol Lebih baik gojek/grab kasian jg klo tarif murah Cz mereka modal sendiri,1
murah meriah,5
sangat bagus sekali,5
Sangat puas,4
kenapa yhh maxim,5
"besok aku disuruh sama sekolahan buat donlot maxim,🙄🙄🙄 jadi malas aku jadi nya 😠😠😠",5
driver nya baik baik,5
"Aplikasi yang buruk, ada orang hilang ga langsung di respon gara-gara libur. Padahal harusnya langsung ditindaklanjuti karena ini sangat mendesak. Aplikasinya juga meresahkan, tidak bisa menjamin keamanan penumpang",1
kenapaa rutee saya di perjauh..kenapaa ada rute yang dekat malah di kasih rutee yang jauh.. biar bayaran nyaa mahall apa?? perjalanan 3km malah 30ribu.. anehh,1
"saya order maxim delivery sekitar jam 4 sore dan pesanan itu sudah selesai, trs tiba-tiba pas malam ad lgi driver yg datang, padahal sudah di cek sore tadi orderan selesai",1
"untuk layanan aplikasi bagus sekali si cuman kok aplikasi ada layanan pembayaran non tunai tapi waktu diorder dengan metode pembayaran tersebut para pengemudi tidak ada yang terima orderan. waktu coba iseng² tanya para drivernya bilangnya susah tarik jka terima pembayaran non tunai, jadi saldo yang sudah terisi kek gag guna sekali, nyesal aku ngisi saldo. PIHAK Maxim TOLONG PERHATIKAN PROBLEM PEMBAYARAN yang non tunai atau bila perlu adakan fitur supaya kita bisa tarik kembali uangnya!",2
ada oknum driver penipu disini...ngga seberapa hilang uang nya cuman ketidak jujuran nya itu jadi takut pake maxim,1
Yang di map aplikasi sama gogle map beda bikin bingung tolong di perbaiki aplikasinya 👍,1
lama banget saldo masuk ke ewallet,3
itu tolong pengemudi yg khusus nyaa mobil yg membatalkan tindak keras saja tidak ada niat untuk narik,3
Kenapa harus kirim kode lagi bikin ribet pemesanann.,5
"Isi Wallet Kaspro memakan waktu yang lama, tolong agar bisa dipercepat",3
kacau gak bisa login,1
is the bast,5
mohon ditambah fitur kamera agar bisa kirim gambar lokasinya,4
"lama banget ngisi saldo, udah di top up in, masuknya lebih dari 10 menit mulu. lagi buru buru harus nunggu, apalah ini🙃",1
"pelayanan sangat buruk brp kali saya pesan food and selalu gak dapet driver, tolong di tingkatkan kualitas pelayanan nya",1
kalau maxim sepeda montor apa ya,5
ok,4
"gak bisa di pakai, keluar keluar sendiri pdhl penyimpanan masih ada , internet masih ada",1
kurang bagus untuk kirim paket soalnya susah hubungi driver,1
aplikasi kurang masa mesen makan lama dpt delivery nya 3kli saya batalin,2
"tlong komisi dari apk di rendahkan lagi, terlalu tinggi persenan komisi nya itu, kasian driver.. pihak apk dan driver kan sling membutuhkan ayo lah mereka juga btuh biaya servis kendaraan dll.. terima kasih",3
"HALLO SEMUA, YUK BURUAN RAMAIKAN PERJALANAN KAMU DENGAN NYAMAN DAN RAMA JANGAN SAMPAI KETINGGALAN HABIS PROMO LAGI BANYAK DISCON 200K POTONGAN DARI SALDO SECARA OTOMATIS, YUK BURUAN PAKAI MAXIMNYA KAKAK",5
ga aman.,1
maps harap diperbaiki lagi,4
sangat bagus,5
oke,5
penumpang yang pake Maxim kebanyakan orang2 dengan karakter pelit,1
untuk area bogor maxim nya pada angkuh tidak layak di kasih bintang 5 terutama banyak menolak orderan untuk para driver,1
Seenaknya sudah jalan rubah tarif tanpa konfirmasi.,1
dialihkan ke tunai trussss sy adukan ke YLKI !!!!!! saldo kas pro ada loh,1
"nggak usah pakai ewallet kalau driver nggak mau di bayar pakai ewallet, malah di mintain uang cas lagi, percuma",1
Driverny gajelas,1
tidak bisa e. walet nya cacad ini apk,2
"BUAT MAXIM, SEBAIK NYA PUTUS MITRA DENGAN KASPRO, ITU APLIKASI MALING BANYAK KEJADIAN UDAH TRANSAKSI SALDO TERPOTONG TAPI UANG GAK PERNAH MASUK. BAYAR OJOL SALDO KEPOTONG TAPI DI APLIKASI DRIVER PEMBAYARAN JADI TUNAI SALDO HILANG. BELANJA PULSA DARI APLIKASI, SALDO KEPOTONG TAPI PULSA GAK PERNAH MASUK. SALDO GAK PERNAH BISA DI TARIK, KARENA VERIFIKASI GAK PERNAH BERHASIL. GAK BISA BUAT ISI SALDO DRIVER BANYAK LAGI KELUHAN DARI ORANG2 YAMG SAYA DENGAR PIHAK MAXIM TOLONG SESEKALI DENGAR KELUHAN",2
Good,5
"gak bisa dibuka, goblog",1
perbaiki lagi lahh maps nya susah bnget😵‍💫😵‍💫😵‍💫😵‍💫,3
ok,5
jelek,1
"Aplikasi sering log out saat di gunakan, tolong di perbaiki. terima kasih",4
KASIH BINTANG 1 KARENA HANYA BISA BAYAR PAKAI CASH GAK BISA ONLINE ATAU TRANSFER GAK BERMUTU PEYY BODO,1
apk bagus tapi kalau bisa pesan makan jangan pakai bahasa Inggris yah soalnya saya pesan ayam lalapan yang datang sate babi,3
"apalah top up kaspro kena potongan anjir, kalau emang ada potongan bilang dari awal babi, kita udah bayar di gerai kena pajak, pas masuk di kaspro malah dipotong lagi emang lawak maruk",1
"jelek bgt apk ini ya ampun, adain fitur batal pesanan kalo gak mumpuni toh kurirnya juga susah bgt nemunya sampai muak nungguin pencarian kurir muluuu hadehhh.",1
untuk titik penjemputan sangat sulit maps berantakan sulit mencari nama jalan,2
bagus,5
👍👍👍👍👍,5
"di notifikasi driver sampai dalam 2 menit, pas udah keluar eh ternyata sampai 10 menit baru sampai, PHP!! jenis motor juga ga dikasih tau motor apa aja, ga kaya gojek",1
"kacau,kode sms ga masuk2 aneh",1
bagus,1
"Untuk order telah berangkat Chairul Arief Dhani dengan Motorcycle, warna putih, nopol B3632ULF. Rating ⭐⭐⭐⭐⭐(4.85)M888",3
iklan nya horor,1
"Bos mudah ""an bisa lancar gunakan aplikasi nya👏👏👏",5
tolong ya fitur batalin makanannya di adakan soalnya udah 30 menit an ga ada pelaksanaannya kan jadi lama menunggu udah lah fitur gajadi gaada.,4
Very Good,5
riwayat orderan ojol nya kok skrg gak ada?,4
mantap,5
sangat bagus menggunakan transportasi tepat waktu di antara di tempat yang di tuju,5
"otp gak di kirim, kirim ke mana lu",1
coba dulu,5
good,5
"tolong semua driver anda di ajari buat atitude nya ya,,,minus semua atitude ny,,..awal ny suka make maxim makin ksni driver ny makin pinter2 omgan nya",2
aplikasi hanya jual atribut,1
luar biasa,5
Good APK,5
oke good job,5
"Apk yg g jelas...isi saldo ajh lama mesti nunggu berjam2, gak bisa buat nelfon juga, kurang modal apa gimana, gimana mau bersaing sma yg lain ketinggalan srmua, g jelas..",1
Ok,5
oke,5
pesanan makanan yang masih nyari pengantar malah ga bisa dibalatin asu!,1
"tolong diperhatikan, setiap kali top up kasspro lama sekali masuknya bisa berjam2",5
kenapa saya tidak bisa buka aplikasi Maxim dan tidak dapat kode promo,5
ok,5
"metode e wallet nya jelek. scam nipu. saldo driver di tahan , 5 bulan proses premium gak kelar kelar, login ke aplikasi nya juga kaga beres. lu cuman fokus jualan jaket di banding kesejahteraan driver.",1
"transportasi Maxim itu tidak ada asuransinya. kalau terjadi di jalan, apakah pelanggan mendapatkan asuransi kecelakaan. KIRIM BARANG, KALAU BARANG JATUH atau HILANG. apakah pelanggan mendapatkan asuransi. MEMANG TARIF SANGAT MURAH dan menyiksa driver. TAGIH TUNAI 11500, PELANGGAN BAYAR 12000. TAGIH TUNAI 11500, PELANGGAN BAYAR 15000. PELANGGAN MINTA KEMBALIANNYA. 95% PELANGGAN MAXIM PELIT, KIKIR dan TIDAK MEMPUNYAI RASA KEMANUSIAAN.",1
"untuk menghubungkan ke kaspro nya sangat susah, sms notifikasinya tidak masuk2 jadi tidak bisa pakai non tunai. tolong perbaiki",2
kode promonya aku buat MAXX kok ga bisa yah ?,2
"saya ngirim saldo dari gopay, dan jelas² tidak ada biaya admin, namun saat saya periksa saldo kaspro saya, tanpa adanya pemberitahuan transferan masuk, saldo dikaspro saya kurang dari yang seharusnya dikirim. dan sekarang jadinya percuma saya transfer karena saldonya kurang dari yang seharusnya",1
"kadang mapsnya suka gajalan dan suka error ke logout sendiri kasian drivernya sama customernya yang nungguin, tolong perbaiki dong.",3
Kenapa sih maxim susah banget dihubungin ? Gak ada nomor kontak call langsung ke csnya. Saya udah chat di 'Dukungan' tapi gak ada respon sama sekali. Orderan saya tiba-tiba hilang dan kalau semisal di cancel harusnya ada historinya ini gak ada!! Prodak saya udah di pick up driver jadi gimana saya komplain kalau gak ada yang bisa saya hubungin.,1
sering eror mulu maxim sekarang,5
apk oke banyak alamat yang bisa di jangkau.....tapi kadang driver yang datang ga sesuai sama deskripsi di apk nya.mulai dari plat nomor sampai pengemudi🙏🏻🙏🏻mohon di perbaiki lagi☺️ Demi keamanan dan kenyamanan customer,4
aplikasi tolol di tunggu nomor verifikasi kagak ada 3x udah nyoba sama aja,1
knpa gk bisa bukak,5
ngisi saldo di maksim masuknya lama banget,3
menunggu drivernya kadang lewat dari yang sudah tertera di aplikasinya dibilang 2 menit lah padahal bisa Ampe 5 menit nyampenya,2
"halo kak, knp di apk nya sekarang tidak terterang riwayat transaksinya ya? tolong dibantu dong kak,",3
👍👍👍,5
Bagus sekali,5
"apk tertololll... sumpah mau login aja susah amat.. ngga dikirim kode verifikasinya... tiap hari nyoba ga dikirim2. sampe 3 nomor sehari, udah batas harian semua... apk ga jelas... mending pke grab... login mudah bisa pake google... disini pake nomor , abis itu susah.... kcewa sama inni apk",1
sangat membanti,5
"Aplikasi Taxxe dan ojek Online yg Murah dan Ramah,mudah penggunaanya,,",5
ok,5
murahhh bet tampa diskon,5
"pengemudi minta tambahan lagi... tidak sesuai sama yg di aplikasinya, banyak berhentinya... kita buru-buru malah kebanyakan berhenti, di aplikasi suruh bayar 32.500 berarti pulang pergi kan 65000 malah nambah jadi 100.000,sangat kecewa sama maxim",1
mempermudah pemesanan gak banyak embel embelnya dibuat langsung ngerti sama fiturnya nice banget,5
"dowlond nya lamaaaa,bgt",3
sangat bagus,5
"didaerah saya banyak driver maxim yang gk sesuai peraturan, minta lanjut order di WA dan harga dinaikin dari yang telah ditetapkan aplikasi maxim itu sendiri, tolong di benahi soalnya udah gak satu dua kali driver nakal mematok harga sendiri dari yang telah ditentukan oleh apk",1
pembaruan aplikasi data,5
"saya otorisasi ko ga bisa bisa ya, mohon bantuannya Maxim",5
driver mobil terlalu sombong.. hanya karena hujan ongkos kecil tidak di ambil..,1
aplikasi ya sangat bagus banget gk Nyesal Poko nya download aplikasi ini,5
kerenn banget,5
good j,5
bagus ojol nya ramah,5
"ini aplikasi bener gak sih, dapet kode otp tapi wanya biasa, gak busines, pas dimasukin otp langsung keluar dari aplikasi truss disuruh login lagi",1
"Bermanfaat, at",5
"sekarang susah banget cari drivernya walaupun udh di naikin tarif nya, pdh aku pengguna maxim dr awal maxim ada cm skrg kaya jd lelet bgt ga kaya dulu:(",1
apk nggak bagus tetiba error ketika digunakan saat dibutuhkan,1
"pengemudinya sering minta ganti pembayaran tunai dengan alasan kaspro sering eror, alamat masih belum menjangkau luas banyak yg tidak masuk",3
saya kok tidak bisa buka aplikasi Maxim saya? Selalu dikatakan terjadi kesalahan.. Saya masih ada saldo di Maxim wallet,3
ini gmn si ko aku udah top-up tapi gak masuk,3
anehh...,1
"kok aplikasinya sudah tidak di dukung ya?, apakah maxim tutup?",4
"ANYEP, kgk ada orderannya, terlalu mengutamakan penjualan atribut, orderan sepi mah kgk di fikirin",2
trauma naik Maxim drivernya bau badan😭😭😭 mana perjalanan jauh lagii,2
MAXIM tolong dievaluasi kembali drivernya. banyak oknum driver yang selalu minta tambahan biaya dengan berbagai alasan. bahkan mereka minta tambahan biaya dengan alasan mau mnyalakan AC padahal saya tidak meminta. antar produk dengan alasan produknya masih dipacking. padahal kami sdah kontakan langsung dengan pemilik produk yg mngatakan barang sisa di ambil. tolong disiplinkan para Oknum. sya masih berbaik hati tdk memberi ulasan langsung ke driver nya. Terima kasih.,1
mau daftar jd drever dong,5
aplikasi sering eror lagi mesan tiba tiba jadi 2 orderan tapi di aplikasi cuman 1 orderan,1
"tiba2 ga bisa login, padahal saya pengguna lama. woi ini gimana solusinya",1
Buat aplikasi maxim tolong donk montor maxim yang bagus aq setiap hari naik maxim kok gak pernah dapat yang bagus buat pelanggan setia maxim kurang nyaman dan puas,5
"apk ga jelas,tiba tiba ga bisa di pakai buat order,dan pas login lagi tidak bisa",1
ok,5
Tidak bisa di guna kan selalu kembali kalau di buka,5
knpa ya udh 3hri app gak bisa digunakan,2
ok,5
ok,5
mf knp tdk bs di downlod ..n knp bs maxim sy tak blokir,5
murah bagus pelayanan nya,5
Ok,5
sangat mudah,5
murah meriah sahabat mahasiswa,5
"tolong perbaiki kas pro...udah dipotong pembayaran ke driver, tapi driver ga terima. otomatis driver minta ongkos langsung lagi. yang rugi kami ni maxim",1
tlng di cek laporan saya sore ini. 1. udh metode E-wallet tetap dmnta cash saat turun sesuai yg ada di app (balikin saldo saya) 2. isi saldo selalu delay 3. driver lambat 4. driver tanpa atribut & penumpang ga di ksih helm,1
maps ga semua ad,1
Maxim lebih hemat,5
"tolonglah perbaiki nih aplikasi, mau masuk pake nomor hp malah ga bisa gimana pelanggan nyaman kalo dadi segi aplikasinya tidak bagus",3
"sudah top up maxim wallet malah gak masuk saldonya, padahal di rekening udah terpotong",1
good,5
"apa maxim sekarang hrga barang bawaan penumpangnya terpisah? & masuk ke cargo? kata maxim tadi sekarang harga barang bawaanya terpisah & itu sudah masuk ke cargo, trus disuruh cek, & trnyata harga cargonya (barang bawaanya lebih mahal 139 rb, dibandingkn harga pesanan awal 55rb (yg katanya harga penumpang) supirnya bilang kalo sekarang tuh, mereka cuma antar jemput penumpangnya saja, tdk dengan barangnya, klo ad barang itu harganya terpisah & harus dicek lewat cargo, jdi total bayrnya 194rb",3
"murah,driver ny jg ramah,top",5
"aplikasi udh bagus ko di perbarui ada kode promo sih, kembalikan Maxim yang dulu gk lu👊😡 susah tau buat kode promonya gk tau gk Prnh promo apa² dlu",5
ga bisa di tukarkan ah,5
minta tolong pihak maxim jangan kerjasama dengan E-walet Kaspro. saldo saya terpotong tapi ojek maximnya tdk Terima pembayaran akhirnya bayar tunai lagi. saya rugi 2 kali. hapus E-walet Kaspro dari maxim dong,1
pelayanan baik,4
Baik,5
bagus,5
good,4
"maxim jarang banget dapet driver yang adab etika nya baik, dan selalu ugal ugalan di jalan. kalo di review jelek marah",3
bagus,5
jadi gak bisa di buka,3
bagus,5
cocok digunakan,4
"sebenarnya sih bagus cepat dapat driver tapi sayang motornya kebanyakan motor tua saya udah order sekirar 20x paling dapat 5-7 motor yang masih layak di gunakan sperti scoopy vario.. sisanya motornya dah tua"" mana shock bekernya mati auto sakit pinggang. . tolong lah maxim motornya di perbaharui min 2015 kan gak terlalu tua.. hari ini saya dapet motor supra shock nya mati mana mogok lagi.. sdangkan saya buru"".. kecewa banget hari ini..",2
Mantap,5
belum pernah baru kali ini,5
baik,5
Ali Maspi'i,1
nyaman pakai aplikasi ini,5
maxsim transportasi online yang paling murah dan mudah,5
maaf nih buat Maxim...saya udh 2 tahun pke Maxim knp GK bisa di download lagi di play store...,1
"drivernya rata² pada gak jelas semua, suka ngerjain dengan gak bales² atau kasih tau ke yg mesen antara Mau Dijemput Atau Tidak, suka songong kalo harganya murah pada gk mau ngambil, intinya selalu kecewa deh.",2
sangat bagus cepat respon,5
murah,5
Aplikasi taiii???,1
sangat membantu saya ketika bu transportasi,5
"ini aplikasi memvengongkan, disuruh memperbarui TPI yg diperbarui tetap itu, dan disrh memperbarui lg..bgt setr SD nya..bingung jadinya",2
isthebest,5
"""kenapa maxim banyak masalah?"" iya bnr. karna kendaraan yg dipk maxim tidak sesuai ketentuan tertentu. mulai dari plat hingga oknum yg mengambil orderan. bintang 1, sangat buruk. dari pengemudi yg tiba2 so asik + pasang vid kamera, jg pengemudi yg tiba2 dtg sesuai harga malah minta tambahan duit . apk sangat buruk",1
"Maxim saya tidak dapat dibuka,di sistem tertulis ""Maxim telah berhenti""",1
mohon tolong barang saya ada yg ketinggalan di grab gmn caranya biar bisa hubungin orangnya?,1
"saldo kaspro saya balikin kocak baru kepake 9ribu lumayann sisanya, masa tiba tiba kosong",1
"1. sulit menemukam driver, kalau mau cepet dan buru² jadi menunggu lama. Saya sudah 3 kali order makanan tapi tidak menemukan driver terus akhirnya makanan dibatalkan 2. susah sekali untuk membatalkan pesanan, sehingga harus menunggu sangat lama 3. tolong tambahkan fitur chat dengan driver. Terimakasih",2
DRIVERNYA PADA GA JELAS SUSAH KOMUNIKASI MESUM MESUM DRIVERNYA KALO PESEN JAM MALAM,1
pakai e wallet selalu terpotong saldo nya,1
keep cheaper than the other 👍👍👍👍👍,5
harga murah pelayanan nya sangat memuaskan👍👍,5
tidak langsung terbuka sesuai ekspektasi,3
"pernah pake maxim agak kecewa padahal saya sama driver duluan saya datngnya,, masa kena carger, tambahan uang tunggu 15 menit",2
DRIVER LU CABUL SEMUA,1
"Sangat Kecewa pesan maxim car buru""mau ke rsud .....dari harga 58 600. Udah saya naikin jadi 70 600 .....giliran dapat driver malah minta bayaran 120.000.....tobat...tobattt....",1
"punya kaspro, ga jadi dipake tapi ttep kepotong",2
konek ke maxim wallet ga ada kode,1
Login aja susahnya minta ampun.aplikasi yg anehh,2
ndk jls mau login gk bisa bisa,1
"mau login ulang pas di bagian kode tapi gak muncul mulu di sms, pake opsi telfon malah di tutup baru di angkat",1
aplikasi tolol,1
oke cepat,5
ok,5
saya sudah top up wallet kaspro untuk pembayaran tapi tiba2 pembayaran ganti tunai dan saldo tidak kembali bagaimana ini minn???,1
aplikasi ga jelas nentukan titik tujuan malah keluarnya gak sesuai jauh banget lagi tollol banget sistem map nga !!,1
baik,5
"Tarif lebih terjangkau, asal jangan pas hujan aja.. lebih mahal",5
"ini gimana sihh, kita telat dikenain biayaya tambahan, giliran driver yg telat ga ada kompensasi apa apa, telat semenit dua menit sih gapapa ini hampir 10 menit, tolong lebih bijak lagi memilih driver.",1
"sangat buruk, Saya naik Maxime si driver Minta di cancel Minta bayaran cash Dan Saya cancel kasih cash ke driver nya sebelum Saya kasih Saya bertanya apakah Dana Saya di wallet bisa balik driver jawab bisa Dan kenyataan nya tidak kembali sampai sekarang Saya Sudah komplen ke Maxime nya Dan jawab nya tidak Ada tramsaksi sangat, sangat tidak bisa di liat Saya kecewa bear bear kecewa pantes aja banyak yg komplen 👎👎👎👎",1
Jelek nomor telepon ku di blokir maxim padahal cuman batal order,1
👌,5
aplikasi sering eror,3
"Aplikasi Hama, drivernya kalau hujan bertingkah",1
"saya top up kop walet kenapa tidak masuk di saldo akun dan tidak bisa di pakai ,percuma top up tapi ga bisa di pakai Mala kosong di akun di kaspro ada jumlah uangx tapi di akun ga ada",2
Susah Kali Buat Pesan Makanan Kalau Penerima Yang Di Luar Kota.,5
nice,4
"ah saya mengisi e walet kaspro pakai bca saya kira tidak ada admin dan di situ tanpa pemberitahuan , adminnya juga besar juga per 10.000 admin 3.000 gilaa banget",1
ᵐᵘᵈᵃʰ ᵐᵘᵈᵃʰᵃⁿ ᵇᵃᵍᵘˢ,5
driver gjls amit',1
"kalau bisa jangan pakai ewalet kaspro, sumpah itu ribet banget, masa top up 90k, yang masuk 88k",1
"harga di aplikasi dgn saat si driver datang mengantar makanan ga sama.. gatau yg bener via aplikasi atau yg disebutkan si driver. jadi suka was2 kalo mau bayar pakai cash. ga kaya aplikasi lainnya, harga tagihan yg tertera ya sudah fix sesuai yg di aplikasi. jadi ketika driver datanf antar makanan, kita konsumen tinggal bayar nominal ssuai yg tertera saja.",2
sangat buruk,1
drivernya bnyk yg cancel orderan,1
bgus,5
topup saldo maxim kaspro 50.000 gak masuk,1
terimakasih sampai tujuan,5
"minusnya susah banget cari alamat kalau pencarian cuma pakai nama toko , harus pakai alamat lengkap pun belum tentu ada",3
apk anjieng ngisi e walllet udah pajaknya besar ga masuk lagi asu jangan mau kemudahan Maxim semua usernya haram apk satu ini,1
"mohon kpd developer nya untuk pembayaran via nontunai di permudah lah , kayak bisa pakai qris atau e wallet , biar misal tidak ada cash bisa pakai e wallet dana atau yang lainnya!!",2
"Orang yg mau tetep cari nafkah gausah sengaja ditarik buat demo. demo mah demo aja, yang tetep mau nyari nafkah biarin buat tetep NAFKAHIN anak istrinya.",1
baik,5
mencari tukang order nya lama bet anjirrrrrr,2
MONY******* MAXIM GUA BURU2 ISI WALLET CASHPRO HARUS LOGOUT TRS UDAH LOGOUT DIBILANG TERLAMPAU . GUA BURU2 . UDAH MALEM . GA BAWA CASH .,1
"jos,mantap",5
oke,5
Kenapa maxim sekarang lebih mahal dari gojek??? Dan apakah maxim tidak ada promo??? Drivernya makin sulit untuk di cari. Semakin sedikit. Cari driver sampai nunggu 1 jam lamanya. Mana apk nya jg ambil kuotanya gede bgt lagi. ini cara cancel pesanan maxim food gimna kok gk ada dan gak bisa.,3
"halo ini gimana ya maxim saya sudah isi saldo ke maxim kaspro tapi kok tidak masuk ya? mau dipakai ini malah tidak bisa, mana sudah tidak ada saldo lagi",1
top up kas pro sejak satu jam belum masuk lama aplikasi nya,1
mantapppp,5
setiap kali login selalu muncul tulisan anda memakai versi lama tapi ngk ada update. gimana solusinya,4
kemarin saya download aplikasi Iki emng cukup membantu tapi yg di sayangkan Maslah penjemputannya ga ada yg mau di lokasi sayanya ini saya coba LG KLO emng ngga bisa jemput LG saya ga kasi nilai bintang tapi KLO bisa melayani dengan baik saya kasi fuul yg terbaik,1
"mengecewakan, mengisi wallet Maxim, potongannya Rp. 2000, berapapun di isi bahkan mengisi 10.000 maka yang masuk cuma 5000.",1
"jelek banget, driver nya pada lelet bahkan sampe 45menit gd yg terima orderan padahal udh di percepat 8k masih ga dapat",1
tempat waktu dan Murah,5
aplikasi aneh .. daftar ga bisa kocak,1
ramah tamah,5
Tolong di himbau untuk para driver supaya pakai jaket maximnya. Sudah dua kali Nemu driver gak pake jaket Maxim🤦,3
"kurang bagus, udah dicancel pun drivernya tetap sama, udah gitu lama lagi nunggunya",3
"coba isi saldo biar praktis bea transportnya..baru juga dipakai sekali, ehh sdh ada potongan dana siluman 🥴 lebih baik byar tunai saja, sisa bea ikhlas buat drivernya drpd utk siluman aplikasinya. so sorry, cukup bintang 3 saja.",3
luar biasa,5
bapak nya baik dn ramah,5
kl mau ngadu soal drive yg ber bahasa kasar sama coustamer gimana ya. tolong yg tau,1
dalam keadaan mendesak saat ingin pendaftaran sms verifikasi tidak masuk masuk apliksi ribet dan kacauuu,1
kata mas Haidar Maxim ribut akun Ig @mh.rsyd,1
sangat membantu sekali,4
maxim sekarang driver pada males ambil custamer dapat yang Deket malah di cansel sama deivernya,1
"Pesen makanan tapi mau cancel malah ga bisa, disuruh pilih orderan lain ANEH TAU GA",1
banyak driver nakal,1
"apk ya gak bisa kirim foto ke driver ya gak ada patokan,kasian driver nya nyariin",3
"Maxim merupakan transportasi yang sangat membantu saya ke mana mana,,, bayarnya terjangkau,, sangat mudah mesannya,,penjemputan hanya sampai 2,3 menit sudah ada,,, makasih maxim ya",5
fitur foods&goods gak bagus,1
"Bagus Aplikasi Murah, tapi kadang tidak akurat titik nya di maps tapi gapapa bisa cash/kaspro aman aja",5
ok,5
"apk kontolll,gw dipaksa download dari ikpan,anjinggggg",1
bukan cuma 1 2 kali maxim titiknya nda sesuai tapi sudah sering sekali. driver marah yang kena customer padahal aplikasinya yang nda jelas kordinasi titiknya. malah customer yang dapat tambahan biaya sampai 10k. PERBAIKI SISTEM MU PLISSSS,2
ok,5
aplikasi gak jelas,1
Sangat bermanfaat dan membantu,5
tolong dong mau pesan Maxim kembali terus aplikasi nya,4
bgus membuat sy lebih CPT smpe,5
sangat membantu,5
cepat,5
"""Aplikasi transportasi terbaik! Harga murah, layanan cepat, dan aplikasi mudah digunakan. Cocok banget buat kebutuhan harian.""",5
Bagus cepat Dan murah,5
capcu[s,3
emang boleh ngambil pelanggan dengan tidak menggunakan jaket maxim???,1
kode otp tidak masuk,1
"kagak guna udh gw order gk ada yg ngambil , mana gk bisa dicancel",1
mantap,5
"Rating 0, kok aplikasi ini bisa jebol?? bisa-bisanya saya kena tipu di aplikasi Maxim ini, uang hilang tidak dapat apa-apa. adakah sikap tanggung jawab dari pihak aplikasi ini??? 100% kecewa berat.",1
ok,5
semoga semakin jaya ke depannya dan semakin mudah mendapatkan drivernya..,5
"awalnya bintang 5 tapi driver nya kebanyakan yg bar bar di jalan, lawan jalurr, ngebut, hamoir keserempet, banyak bacot, dan pernah dpt yg ga sopan ngajak ngomong malah mundur mau dempat, gua kasi bintang 3 karna pernah nemuin 1 yang bner bner sopan, jalan nya ga bar bar, bkin tenang sampe tujuan cuma 1 ya selebih nyya yg gua temuin ampun dah gda yg bner",3
"kalo top up setahun baru masuk, keburu jembutan",1
"aneh udah pake kaspro malah pindah ke tunai mana saldo udah kepotong jadi bayar 2x sama tunai, kacau nih maxim, perbaikin lagi lah sistem kaspro nya, kasian juga yg ngojol kadang ga masuk atau susah di ambil nya",2
"overall bagus lah, apalagi biaya murah. tapi untuk pembatalan ribet, tidak bisa membatalkan padahal driver udah minta. trus jga ga selalu update untuk partner merchant nya. yg udh ga ad masih terdaftar disana. Perbaiki lagi maxim",2
baguss,5
driver banyak ngotot mending gojek,1
like,5
saya isi saldo kok GK masuk y,5
kereeen juga,5
"murah, driver mudah di segala penjuru ada",5
APLIKASIKAN KURANG BAGUS PENGEMUDINYA SUKA MEMINTA BAYARAN LEBIH!! SANGATT BURUK LEBIH BURUKNYA LAGI DARI PIHAK MAXIM TIDAK ADA TANGGUNG JAWAB,1
tiap memesan makanan tidak ada tombol batal orderan,4
bermanfaat,5
keren...,5
Lumayan,5
Bonus tidak dapat digunakan,1
bonus tidak dapat digunakan,1
"gk bisa login otp,nunggu kode otpnya kekirim ke wa lama banget",1
mau tanya ko saya sudah top up saldo tapi masih 0 padahal lagi urgent banget mau ngantor padahal udah langganan pake maxim,3
aplikasi lemot,1
"sampai saat ini , msiĥ aktif",5
"tolong sertakan foto pelanggan untuk memesan apk maxim, untuk memudahkan driver menemui pelanggan dan supaya driver tidak kena orderan palsu",5
baru coba apk ini,5
Mantap,5
trimakasih kerjasamanya,5
tolong yg orderan fiktif segera di tindak,5
ok baik sngat mrmbatu,5
maxim bosok,1
"maaf kak untuk rute tujuannya bisa diperjelas lagi saya pakai ingin pulang kerumah ada 3 rute tulisan yang sama tapi arah tujuannya berbeda, mohon di-update ya kak 🙏🙏",1
baru di update dah ngebug,1
banyak pengguna baru yang tidak bisa log in min..saat mau masuk tulisannya error..,2
Aplikasi jelek lambat pelayanan nya,1
Ga bisa ubah no tlp,5
memesan barang jarang mau antar padahal nominal lebih 100 hadehhh👎,2
tolong di perbaiki LG update ya,4
gabisa login taik,1
"tolong argonya jangan terlalu murah, karna bensin sekarang lagi mahal dan jalanan tambah macet. terimakasih.",5
🔥🔥🔥🔥🔥,5
